2.959060025	3.079885204	8.381025392	9.780754432	3.763084772	-0.782603631	-1.25739483	-1.723086311	0.650456461	0.859578106	0.887444921	0.958033988	0
9.304097235	4.902524112	3.047540728	1.369357355	5.067812104	-1.940058427	-1.872741686	-1.255011992	0.413440568	0.862414076	0.562139051	0.781759911	1
8.971706909	8.848428421	3.046478749	1.214518138	3.40515818	-1.207455592	-1.277210147	-0.920492441	0.163041039	0.766688657	0.839444015	0.109853245	0
0.716414776	7.669599644	4.486640831	2.340562984	3.963791063	-1.027473304	-1.938944153	-0.997373606	0.446208907	0.976744083	0.929380523	0.362717774	0
3.134111552	7.608771616	4.943759302	9.85757327	3.525810817	-1.125530955	-1.845974854	-0.554305008	0.797109526	0.455449947	0.656946658	0.820923486	0
6.999208709	9.109246716	3.784065909	4.267787603	4.429668823	-1.857139177	-0.670396827	-1.902132818	0.261792854	0.077929672	0.542883859	0.469931041	1
6.710166368	3.765204184	6.929314439	8.818561923	2.397419229	-0.614589562	-1.208825891	-0.574003776	0.177889561	0.39797658	0.402045952	0.376630279	0
6.953511558	1.379125002	5.71940003	7.870307426	3.224495158	-0.748997751	-1.186516928	-1.288980478	0.371384853	0.633203555	0.732740894	0.380544479	0
4.689851927	4.007747462	1.478572876	3.733787492	4.041299614	-1.410344312	-1.238204276	-1.392751026	0.269708271	0.250364217	0.164941119	0.482439411	1
9.841496488	1.413821592	9.769855549	7.641616263	4.727595042	-1.991363368	-0.857637207	-1.878594467	0.376355981	0.544415316	0.792039425	0.116262822	0
5.930110118	6.730873374	6.245137901	0.533287513	2.327091593	-0.702501235	-1.11691963	-0.507670728	0.239815633	0.563109594	0.164461028	0.753701356	1
5.381299257	8.014521017	8.095174157	6.769247699	5.507551005	-1.972713854	-1.84933258	-1.685504571	0.359974025	0.173568817	0.349143851	0.628860424	0
1.616786837	2.939228107	0.819791186	4.191803849	3.752281914	-1.484884545	-1.280581451	-0.986815918	0.899698249	0.866545796	0.303920578	0.077610126	1
8.55159821	8.314952223	2.54996383	9.926807281	4.891713735	-1.808626267	-1.167061235	-1.916026234	0.612403529	0.280982858	0.354342488	0.472192078	0
1.132107594	2.920324023	8.951078545	7.248583478	5.033680553	-1.846079542	-1.362777409	-1.824823603	0.352291991	0.524172882	0.599003856	0.674389868	0
7.021362	4.374293639	4.775904158	8.838425948	3.335857461	-0.962391781	-1.407626953	-0.965838727	0.711099508	0.625363824	0.46833497	0.895143061	0
4.952240905	8.088672352	8.883318656	5.69455722	5.067295776	-1.681414195	-1.877061288	-1.508820294	0.305662027	0.307903842	0.889893893	0.879427908	0
4.142830401	2.439089208	1.29045594	9.456443189	3.934795918	-1.469298698	-1.766941259	-0.698555961	0.800756746	0.840807129	0.917833436	0.793981812	1
